datetime, luxo,
2017/03/02 23:30:48,818 ,
2017/03/02 23:30:49,818 ,
2017/03/02 23:30:44,818 ,
2017/03/02 23:30:45,818 ,
2017/03/02 23:30:46,818 ,
2017/03/02 23:30:47,818 ,
2017/03/02 23:30:40,818 ,
2017/03/02 23:30:41,818 ,
2017/03/02 23:30:42,818 ,
2017/03/02 23:30:43,818 ,
2017/03/02 23:30:39,818 ,
2017/03/02 23:30:38,818 ,
2017/03/02 23:30:37,818 ,
2017/03/02 23:30:59,818 ,
2017/03/02 23:30:58,818 ,
2017/03/02 23:30:57,818 ,
2017/03/02 23:30:56,818 ,
2017/03/02 23:30:55,818 ,
2017/03/02 23:30:54,818 ,
2017/03/02 23:30:53,818 ,
2017/03/02 23:30:52,818 ,
2017/03/02 23:30:51,818 ,
2017/03/02 23:30:50,818 ,
